review_text,review_rating,bert_sentiment_label,rating_label
"मेरी त्वचा बहुत सूखी और संवेदनशील है, और वेसलीन उन कुछ उत्पादों में से एक है जो इसे नुकसान नहीं पहुँचाता। यह हल्की खुशबू के साथ जल्दी त्वचा में समा जाता है और बिल्कुल भी चिपचिपा नहीं लगता। मैं इसे हर दिन उपयोग करता हूँ और यह मेरी त्वचा की स्थिति में बहुत सुधार लाया है।",5,Positive,Positive
मुझे यह बहुत पसंद है... यह कपड़ों को बहुत अच्छी तरह साफ करता है और एक शानदार खुशबू छोड़ता है।,5,Positive,Positive
इस उत्पाद से बहुत खुश हूँ।,5,Negative,Positive
"अब मैं अपने कश्मीरी स्वेटर घर पर धो सकता हूँ, जिससे बहुत पैसा बचता है। बहुत संतुष्ट हूँ।",5,Positive,Positive
इस उत्पाद ने मेरी सूखी त्वचा को बहुत सुधार दिया है। पहले मुझे यह गंध पसंद नहीं आई लेकिन कुछ दिनों के उपयोग के बाद मुझे यह अच्छा लगने लगा।,5,Negative,Positive
"आसान उपयोग, बहुत अच्छा उत्पाद!",5,Positive,Positive
मुझे यह पसंद है क्योंकि यह हल्का और जल्दी से त्वचा में समा जाता है। इसे दोबारा खरीदूँगा।,5,Positive,Positive
अच्छी सुगंध है।,5,Positive,Positive
"ट्रेसमे शैम्पू पर शानदार डील, जिससे लम्बे समय तक उपयोग किया जा सकता है।",5,Positive,Positive
उत्पाद से खुश हूँ।,5,Neutral,Positive
"जैसे-जैसे आप बड़े होते हैं, आपको समझ में आता है कि आपको क्या पसंद है और आपके लिए क्या सही है। डव उत्पाद मुझे बहुत पसंद हैं।",5,Positive,Positive
बेहतरीन मूल्य।,1,Positive,Negative
मुझे यह बहुत पसंद है।,5,Positive,Positive
बेकार।,3,Neutral,Neutral
बहुत अच्छा सौदा।,5,Positive,Positive
"कंटेनर अच्छा है, डालने में आसान, लेकिन लिक्विड बहुत गाढ़ा है और खुशबू बहुत तेज़ है।",5,Neutral,Positive
शार्क को धोने के लिए बढ़िया!,5,Neutral,Positive
उत्कृष्ट।,5,Positive,Positive
"धन्यवाद, मैं बहुत खुश हूँ।",4,Negative,Positive
"अच्छी खुशबू वाला डिओड्रेंट, लड़कों के लिए क्रिसमस गिफ्ट में अच्छा रहेगा।",5,Positive,Positive
समझ नहीं आता कि बड़े जार की कीमत इस साइज़ से दोगुनी क्यों है!,5,Negative,Positive
"यह ऑफर में £6 में मिला, कपड़े बहुत नरम और खुशबूदार हो जाते हैं। यह काफी लंबे समय तक चलेगा और यह 100% असली भी है।",5,Negative,Positive
"£6 में यह एक अद्भुत खरीद है - महीनों तक चला, खुशबू कमाल की है और मेरे पड़ोसी ने मुझसे इसे खरीदने के लिए भी कहा!",5,Positive,Positive
"बहुत बढ़िया खरीद, खुशबू बहुत अच्छी है।",5,Negative,Positive
"यह ऑफर में £6 में मिला, कपड़े बहुत नरम और खुशबूदार हो जाते हैं। यह काफी लंबे समय तक चलेगा और यह 100% असली भी है।",5,Negative,Positive
"बहुत बढ़िया खरीद, खुशबू बहुत अच्छी है।",5,Negative,Positive
"£6 में यह एक अद्भुत खरीद है - महीनों तक चला, खुशबू कमाल की है और मेरे पड़ोसी ने मुझसे इसे खरीदने के लिए भी कहा!",5,Positive,Positive
बाथ/शावर के लिए अच्छी बनावट। परिवार के साथ साझा किया।,5,Positive,Positive
हम इसे बहुत पसंद करते हैं और जब यह ऑफर पर आता है तो और भी अच्छा लगता है।,5,Positive,Positive
बहुत अच्छा उत्पाद!,5,Positive,Positive
"गिफ्ट देने के लिए आइटम खरीदा, विज्ञापन में डव मॉइस्चराइजिंग डीपली नॉरिशिंग बॉडी वॉश बताया गया था, लेकिन मुझे डव इड्रातांते बग्नोडोकिया दी ब्यूटीज़ा मिला, जिसे मैं पढ़ नहीं सकता। खुशबू भी अलग थी।",5,Negative,Positive
"अच्छी खुशबू वाला डियोड्रेंट, लड़कों को क्रिसमस पर बहुत पसंद आएगा।",4,Positive,Positive
"अच्छी कीमत और अच्छी खुशबू, ज्यादा तेज गंध नहीं है। कुछ एंटी-पर्सपिरेंट्स की तरह सफेद पाउडर का गंदा अवशेष नहीं छोड़ता। खुश हूं।",5,Negative,Positive
"ट्रेसमे शैम्पू पर बहुत अच्छा सौदा मिला, लंबे समय तक चलने वाली आपूर्ति ताकि बार-बार खरीदने की ज़रूरत न पड़े और कीमत भी बहुत अच्छी है।",4,Positive,Positive
तेजी से डिलीवर किया गया और शैम्पू अच्छा है। सिर्फ 4 स्टार इसलिए क्योंकि एक बोतल लीक हो रही थी।,5,Positive,Positive
"अच्छे वाइप्स, अच्छी खरीद।",4,Positive,Positive
तीन बड़े मार्माइट जार जो शायद पूरी जिंदगी के लिए काफी होंगे! और क्या चाहिए? ऑर्डर समय पर आया और सुरक्षित पैक किया गया था। बहुत खुश हूं।,5,Negative,Positive
बहुत अच्छी खरीद।,5,Positive,Positive
अच्छी खुशबू और कपड़ों पर लंबे समय तक बनी रहती है।,5,Positive,Positive
अच्छी खुशबू और कपड़ों पर लंबे समय तक बनी रहती है।,5,Positive,Positive
अच्छी खुशबू और कपड़ों पर लंबे समय तक बनी रहती है।,5,Positive,Positive
"जैसे-जैसे आप बड़े होते हैं, आप जानते हैं कि आपके शरीर के लिए क्या अच्छा है। मुझे डव के सभी उत्पाद पसंद हैं। यह आपको ताजगी भरा एहसास देता है और रूसी या परतदार त्वचा नहीं होती। कोई बदबूदार बगल नहीं!",5,Positive,Positive
उत्कृष्ट।,5,Positive,Positive
मैं सालों से ट्रेसमे उत्पादों का उपयोग कर रहा हूं। पहले मैं नियमित हीट प्रोटेक्शन का उपयोग करता था लेकिन मुझे रंगे बालों के लिए यह उत्पाद सुझाया गया और मैं अब इसे छोड़ नहीं सकता! मेरे लाल रंगे बालों में बहुत अच्छी चमक आती है।,4,Negative,Positive
बूट्स से बहुत सस्ता। बहुत बढ़िया कीमत!!!,5,Negative,Positive
मुझे नीला संस्करण पसंद है लेकिन इसकी गंध इतनी तेज और भद्दी है कि इसे फेंकना पड़ा।,5,Neutral,Positive
"मुझे ये पसंद हैं, मैं नियमित वॉश के लिए केवल एक का उपयोग करता हूं और सब कुछ साफ हो जाता है। अगर मैं 9 किलोग्राम वॉश करता हूं तो दो का उपयोग करता हूं। कीमत के अनुसार बहुत अच्छी डील है।",2,Neutral,Negative
बहुत बढ़िया कीमत और आपको इसे ले जाने की ज़रूरत नहीं है।,5,Negative,Positive
धुलाई।,5,Positive,Positive
बहुत बढ़िया कीमत और आपको इसे ले जाने की ज़रूरत नहीं है।,5,Negative,Positive
"मुझे ये पसंद हैं, मैं नियमित वॉश के लिए केवल एक का उपयोग करता हूं और सब कुछ साफ हो जाता है। अगर मैं 9 किलोग्राम वॉश करता हूं तो दो का उपयोग करता हूं। कीमत के अनुसार बहुत अच्छी डील है।",5,Neutral,Positive
"मुझे ये पसंद हैं, मैं नियमित वॉश के लिए केवल एक का उपयोग करता हूं और सब कुछ साफ हो जाता है। अगर मैं 9 किलोग्राम वॉश करता हूं तो दो का उपयोग करता हूं। कीमत के अनुसार बहुत अच्छी डील है।",5,Neutral,Positive
"मुझे ये पसंद हैं, मैं नियमित वॉश के लिए केवल एक का उपयोग करता हूं और सब कुछ साफ हो जाता है। अगर मैं 9 किलोग्राम वॉश करता हूं तो दो का उपयोग करता हूं। कीमत के अनुसार बहुत अच्छी डील है।",5,Neutral,Positive
बहुत ताज़ा खुशबू।,5,Positive,Positive
बहुत बढ़िया उत्पाद।,5,Negative,Positive
"नूडल्स जो स्पेयर रिब्स जैसे स्वादिष्ट लगते हैं, इसमें क्या बुरा हो सकता है।",5,Neutral,Positive
"मुझे ये पसंद हैं, मैं नियमित वॉश के लिए केवल एक का उपयोग करता हूं और सब कुछ साफ हो जाता है। अगर मैं 9 किलोग्राम वॉश करता हूं तो दो का उपयोग करता हूं। कीमत के अनुसार बहुत अच्छी डील है।",5,Neutral,Positive
बूट्स से बहुत सस्ता। बहुत बढ़िया कीमत!!!,5,Negative,Positive
यदि आपकी त्वचा आसानी से चिढ़ जाती है तो यह एक अच्छा डियोड्रेंट है। यह डव साबुन जैसा है और त्वचा को सुखाता नहीं है। मैंने इसे लंबे समय तक उपयोग किया है और यह बहुत अच्छा है।,5,Neutral,Positive
धुलाई।,5,Positive,Positive
बहुत अच्छा बॉडी वॉश। सस्ता और तेजी से डिलीवरी।,5,Positive,Positive
अभी तक स्वाद नहीं आजमाया लेकिन ग्लास बोतलों से प्लास्टिक में बदलना क्यों शुरू किया गया?,5,Neutral,Positive
अभी तक स्वाद नहीं आजमाया लेकिन ग्लास बोतलों से प्लास्टिक में बदलना क्यों शुरू किया गया?,1,Neutral,Negative
"एक स्टार के लायक भी नहीं। बहुत ज्यादा सफेद पाउडर निकलता है, बहुत उम्मीदें थीं लेकिन यह उत्पाद पूरी तरह से फेल हो गया।",1,Negative,Negative
मैंने यह अपने स्टेप डैड के लिए खरीदा।,1,Positive,Negative
"मुझे अपने पति पर यह खुशबू बहुत अच्छी लगती है, लेकिन अन्य लोगों पर इसे पसंद नहीं करती।",5,Negative,Positive
बहुत अच्छा गिफ्ट।,5,Positive,Positive
यह एक क्लासिक है और आप जानते हैं कि यह हेलमन्स मेयो है। ढक्कन जार की तुलना में अधिक साफ रहता है। हर चीज के साथ स्वादिष्ट।,5,Positive,Positive
कूल।,5,Neutral,Positive
बहुत बढ़िया उत्पाद। बहुत खुश हूं।,5,Negative,Positive
"जैसा कि आप बड़े होते हैं, आप जानते हैं कि आप क्या पसंद करते हैं और क्या आपके शरीर के लिए उचित है. मैं सभी खुराक की तरह सभी उत्पादों की तरह देता हूँ. आपको लगता है कि ताजा, विस्तृत जागते महसूस और कोई दुर या खी त्वचा. कोई गंध नहीं है एक / s!",5,Positive,Positive
"कुछ समय बाद, जब उल्लेख किया गया, सुरक्षित रूप से आया ।",5,Neutral,Positive
उत्कृष्ट,5,Positive,Positive
धीमा खाना बनाने के लिए एक बहुत बड़ा इस्तेमाल किया गया ।,5,Positive,Positive
जो कहता है वह करता है,5,Positive,Positive
उत्कृष्ट,5,Positive,Positive
"कुछ समय बाद, जब उल्लेख किया गया, सुरक्षित रूप से आया ।",1,Neutral,Negative
धीमा खाना बनाने के लिए एक बहुत बड़ा इस्तेमाल किया गया ।,3,Positive,Neutral
बहुत बढ़िया. पुरुषों के लिए अच्छा है.,5,Neutral,Positive
मैं बहुत खुश हूँ,5,Negative,Positive
मैं बहुत खुश हूँ,4,Negative,Positive
खूबसूरत,5,Negative,Positive
हमेशा खरीदते हैं।,5,Positive,Positive
जो कहता है वह करता है,1,Positive,Negative
हमेशा मेरे भारी पीड़ित बालों पर इस उत्पाद का प्रयोग करें... ... और यह चमत्कार समय के बाद काम करता है,1,Positive,Negative
बड़ा मान,1,Positive,Negative
हमेशा मेरे भारी पीड़ित बालों पर इस उत्पाद का प्रयोग करें... ... और यह चमत्कार समय के बाद काम करता है,1,Positive,Negative
"यह वह व्यक्‍ति नहीं है जो चित्र में है, लेकिन ५ तारे बन जाता है क्योंकि यह नियमित रूप से प्रयोग करता है और यह सूखी त्वचा के साथ लोगों के लिए भयानक है ।",1,Neutral,Negative
"जैसे कि वर्णन किया गया है, उत्कृष्ट गुण, त्वचा की चिढ़, लालपन, दोष के लिए तेज़ी से बढ़ा",5,Neutral,Positive
अच्छा शरीर धोने लेकिन एक बहुत मजबूत गंध नहीं,5,Neutral,Positive
बड़ा,5,Positive,Positive
बड़ा,3,Positive,Neutral
यह फायदेमंद है!,5,Negative,Positive
मुझे याद है एक दोस्त के घर में सालों पहले. अब मैं इसके बारे में 3 महीने और इसके सिर्फ एक मैं खरीद लेता हूँ.,5,Negative,Positive
बड़ा,5,Positive,Positive
आप अपने हाथ के नीचे बर्फ बहाव के साथ काम करने के लिए जा रहा है जब तक वहाँ सबसे अच्छा संक्रमण बाहर नहीं.,5,Negative,Positive
इस उत्पाद से प्यार,1,Positive,Negative
अगर मैं इन में से एक को खा जाते हैं मैं\u2019l में एक बहुत ही संतुष्ट आदमी मर जाता हूँ. मैं\u2018म मर जाता हूँ.,5,Negative,Positive
"मैं सूखे संवेदनशील त्वचा और फूल के साथ पीड़ित हूँ बहुत कम उत्पादों में से एक है जो मेरी त्वचा का भड़कता हुआ नहीं करती और पागल की तरह यह पागल लगता है! पहली बात मैंने गौर किया कि मैंने टोपी को हटा लिया है, जैसा कि मैंने मेरी त्वचा को दोबारा उठाया था, मैं एक दर्द से राहत महसूस किया था और आसानी से मेरी त्वचा में अच्छी तरह से उपयोग करने की कोशिश की है! मैं हर दिन में अच्छी तरह से अच्छी तरह से अच्छी तरह से अच्छी तरह से काम कर सकता है!",1,Negative,Negative
वास्तव में इस सामान से प्यार ... एक प्यारी गंध है कि आप हर बार एक पट्टी या कपड़े खोलने के लिए कर सकते हैं ... सब कुछ अच्छी तरह से साफ हो जाता है जब मैं एक बच्चा था और माँ सिर्फ मुझे कुछ ताजा कपड़े में डाल ...,5,Negative,Positive
बहुत खुश है इसके साथ,5,Negative,Positive
मुझे लगता है कि अब मैं अपने नकदी धोने घर में. पैसे के एक बहुत कुछ मुझे बचाता है हर सप्ताह मेरे कपड़े सूखे को लेने के लिए अपने कपड़े लेने की तुलना में. बहुत खुशी मेरी खरीद के साथ बहुत खुश है.,5,Neutral,Positive
क्या ही धन्य मद के साथ,5,Positive,Positive
"मैं इसे फिर से खरीदता था. [इस समीक्षा को एक उन्‍नति के भाग के रूप में इकट्ठा किया गया था] इसलिए यह वास्तव में प्रकाश और आसानी से मेरी त्वचा में प्रवेश कर रहा है, यह नरम और ताजा महसूस कर रहा है, बिना किसी भी वजन कि कुछ मोटी आइसक्रीम है. मैं इसे फिर से खरीद लेता हूँ. [यह समीक्षा एक उन्‍नति के रूप में इकट्ठा किया गया था.]",5,Positive,Positive
सीमेस अच्छा,5,Positive,Positive
"अगर आप इस बात को ध्यान में रखते हैं, तो आप क्या कर सकते हैं?",5,Neutral,Positive
क्या ही धन्य मद के साथ,5,Positive,Positive
"जैसा कि आप बड़े होते हैं, आप जानते हैं कि आप क्या पसंद करते हैं और क्या आपके शरीर के लिए उचित है. मैं सभी खुराक की तरह सभी उत्पादों की तरह देता हूँ. आपको लगता है कि ताजा, विस्तृत जागते महसूस और कोई दुर या खी त्वचा. कोई गंध नहीं है एक / s!",1,Positive,Negative
बड़ा मान,4,Positive,Positive
इस सांत्वना के लिए प्रेम,5,Positive,Positive
भयानक.,5,Negative,Positive
एक महान खरीद,5,Positive,Positive
(Applause.) कोई स्वचालित द्रव जो भविष्य में भर रहा है के रूप में यह बहुत मोटी और उबाऊ है) और यह आपको इतनी गंध आती है कि जब आप धोते हैं (जिस तरह कुछ प्यार लेकिन मैं नहीं करते) 3-0!,5,Negative,Positive
शार्क की अच्छी तरह से धोई जाती है,5,Neutral,Positive
उत्तम,5,Neutral,Positive
मैं बहुत खुश हूँ,5,Negative,Positive
अच्छा गंधक अवशोषित लड़के इसे scripia में प्यार करेंगे.,5,Positive,Positive
जब एक बोतल छूट रही थी तब केवल 4 तारे ही जल रहे थे,5,Negative,Positive
"पुराने ज़माने में बहुत सारे सामान का इस्तेमाल किया है, उनके अधिक महँगी उत्पादन उत्पादों, लेकिन किसी ने कभी भी Mercuta, आँख, आधार, और साथ ही साथ साथ साथ साथ साथ साथ ही सरल शुद्ध करने के लिए अच्छी तरह से तैयार किया है। उसकी सुसंगतता नहीं है, तुम घर की बोतल को बनाने के लिए ठीक है, जो के लिए इस्तेमाल किया जाता है एक बहुत बढ़िया screating है, और एक ऊन की तरह से अधिक hotacates पर। और जब एक के लिए काम करने के लिए इस्तेमाल किया जा रहा है, तो क्या आप के लिए इस्तेमाल किया जा रहा है?",5,Negative,Positive
यह निश्‍चित ही नहीं कि इतने बड़े घड़े का खर्च इस आकार से दो गुना ज़्यादा है!,5,Negative,Positive
"यह 6 पाउंड के लिए प्रस्ताव पर यह मिल गया, कपड़े बहुत नरम, और गंध महान. और यह एक लंबे समय तक भी होना चाहिए, इसके 100% सच्चे रूप से भी",5,Positive,Positive
"पाउंड 6 के लिए यह एक अद्भुत खरीदने के लिए मुझे महीनों के लिए चला गया है!, शानदार और मेरे पड़ोसी ने भी मुझे उसे खरीदने के लिए कहा!",5,Positive,Positive
"महान खरीदे, शानदार गंध",5,Positive,Positive
"यह 6 पाउंड के लिए प्रस्ताव पर यह मिल गया, कपड़े बहुत नरम, और गंध महान. और यह एक लंबे समय तक भी होना चाहिए, इसके 100% सच्चे रूप से भी",5,Positive,Positive
"महान खरीदे, शानदार गंध",5,Positive,Positive
"पाउंड 6 के लिए यह एक अद्भुत खरीदने के लिए मुझे महीनों के लिए चला गया है!, शानदार और मेरे पड़ोसी ने भी मुझे उसे खरीदने के लिए कहा!",5,Positive,Positive
संरचना पसंद करती है. स्नान/ शोर के लिए प्रयोग किया जाता है,5,Positive,Positive
परिवार के साथ साझेदारी,1,Positive,Negative
हम उससे प्यार करते हैं और तब भी बेहतर करते हैं जब हमारे व्यवहार पर इसका असर होता है,5,Neutral,Positive
महान उत्पाद!,5,Positive,Positive
"उपहारों के रूप में देने के लिए चीज़ें प्रदान करने के लिए, यह विज्ञापन दिया गया था कि डॉ.",3,Neutral,Neutral
अच्छा गंधक अवशोषित लड़के इसे scripia में प्यार करेंगे.,3,Positive,Neutral
"अच्छा दाम और मीठी गंध ज़बरदस्ती नहीं, बल्कि ज़बरदस्ती की जाती है ।",3,Neutral,Neutral
"अगर आप इस बात को ध्यान में रखते हैं, तो आप क्या कर सकते हैं?",3,Neutral,Neutral
जब एक बोतल छूट रही थी तब केवल 4 तारे ही जल रहे थे,3,Negative,Neutral
"अच्छा पोंछना, अच्छा खरीदना",5,Positive,Positive
"कुछ समय बाद, जब उल्लेख किया गया, सुरक्षित रूप से आया ।",5,Neutral,Positive
एक महान खरीद,5,Positive,Positive
अच्छा गंध और यह पिछले कपड़ों पर लगता है.,5,Positive,Positive
अच्छा गंध और यह पिछले कपड़ों पर लगता है.,5,Positive,Positive
अच्छा गंध और यह पिछले कपड़ों पर लगता है.,5,Positive,Positive
"जैसा कि आप बड़े होते हैं, आप जानते हैं कि आप क्या पसंद करते हैं और क्या आपके शरीर के लिए उचित है. मैं सभी खुराक की तरह सभी उत्पादों की तरह देता हूँ. आपको लगता है कि ताजा, विस्तृत जागते महसूस और कोई दुर या खी त्वचा. कोई गंध नहीं है एक / s!",5,Positive,Positive
उत्कृष्ट,5,Positive,Positive
"मैं साल के लिए लगातार गर्मी के उत्पादन का उपयोग किया गया है. पहले लेकिन इस एक की सिफ़ारिश की जा रही है रंग के साथ किया गया बालों के लिए एक जाना और मैं नहीं देखा! एक सुंदर चमक के साथ मेरे बालों, लाल रंग के बाल तो स्वस्थ रहने के लिए मुश्किल हो सकता है. मैं भी एक अच्छा काम करने के लिए एक अच्छी तरह से अपने बालों को साफ़ करने के लिए देख रहा हूँ, लेकिन कोई नुकसान नहीं लगता है.",5,Negative,Positive
जूते की तुलना में बहुत अधिक सामग्री!,5,Negative,Positive
"मैं नीला संस्करण पसंद करते हैं लेकिन यह इतना भारी है, भयानक गंध यह खो दिया जाना था.",5,Negative,Positive
"मैं इन तरह, मैं नियमित धोने और सब कुछ साफ आता है. मैं दो का उपयोग करेंगे यदि मैं एक 9 धोता हूँ या अगर मेरे पास बहुत कुछ है सफेद धोने के लिए सिर्फ एक अतिरिक्त रस देने के लिए। यह अच्छा मूल्य है कि इन तीन के एक पैक में अधिक पानी का उपयोग कर रहे हैं तो इन तीन के लिए एक नियमित खरीद रहे हैं.",5,Neutral,Positive
उत्कृष्ट मूल्य और आप इसे ले जाने के लिए नहीं है,5,Negative,Positive
नहलाना,5,Negative,Positive
उत्कृष्ट मूल्य और आप इसे ले जाने के लिए नहीं है,5,Negative,Positive
"मैं इन तरह, मैं नियमित धोने और सब कुछ साफ आता है. मैं दो का उपयोग करेंगे यदि मैं एक 9 धोता हूँ या अगर मेरे पास बहुत कुछ है सफेद धोने के लिए सिर्फ एक अतिरिक्त रस देने के लिए। यह अच्छा मूल्य है कि इन तीन के एक पैक में अधिक पानी का उपयोग कर रहे हैं तो इन तीन के लिए एक नियमित खरीद रहे हैं.",5,Neutral,Positive
"मैं इन तरह, मैं नियमित धोने और सब कुछ साफ आता है. मैं दो का उपयोग करेंगे यदि मैं एक 9 धोता हूँ या अगर मेरे पास बहुत कुछ है सफेद धोने के लिए सिर्फ एक अतिरिक्त रस देने के लिए। यह अच्छा मूल्य है कि इन तीन के एक पैक में अधिक पानी का उपयोग कर रहे हैं तो इन तीन के लिए एक नियमित खरीद रहे हैं.",1,Neutral,Negative
"मैं इन तरह, मैं नियमित धोने और सब कुछ साफ आता है. मैं दो का उपयोग करेंगे यदि मैं एक 9 धोता हूँ या अगर मेरे पास बहुत कुछ है सफेद धोने के लिए सिर्फ एक अतिरिक्त रस देने के लिए। यह अच्छा मूल्य है कि इन तीन के एक पैक में अधिक पानी का उपयोग कर रहे हैं तो इन तीन के लिए एक नियमित खरीद रहे हैं.",5,Neutral,Positive
प्यारा ताजा गंध,1,Positive,Negative
बड़ी वस्तु,5,Positive,Positive
"क्या बात उन नूडलों की तरह नहीं है, जो सुपरहरा की तरह स्वाद लेते हैं?",1,Negative,Negative
"मैं इन तरह, मैं नियमित धोने और सब कुछ साफ आता है. मैं दो का उपयोग करेंगे यदि मैं एक 9 धोता हूँ या अगर मेरे पास बहुत कुछ है सफेद धोने के लिए सिर्फ एक अतिरिक्त रस देने के लिए। यह अच्छा मूल्य है कि इन तीन के एक पैक में अधिक पानी का उपयोग कर रहे हैं तो इन तीन के लिए एक नियमित खरीद रहे हैं.",5,Neutral,Positive
जूते की तुलना में बहुत अधिक सामग्री!,5,Negative,Positive
"यह एक अच्छा डायपर है अगर आप आसानी से चिढ़ है. यह साबुन की तरह है कि यह दर्द या सूखी त्वचा नहीं लगता है. मैं साबुन काफी लंबे समय के लिए इस्तेमाल किया है और यह निश्चित रूप से उन सब के लिए अच्छा लगता है जो वे अच्छे रहे हैं. यह एक घंटे के रूप में सबसे अच्छा है, यह 24 घंटे के अलावा, यह नहीं है कि आप के रूप में देखते हैं. यह बहुत अच्छा है कि हर रंग की जाँच करने के लिए जा रहा है, हालांकि यह एक ही अच्छा रंग नहीं है. यह बहुत अच्छी तरह से काम करने के लिए जा रहा है, हालांकि यह एक ही अच्छा है, लेकिन यह है कि एक ही अच्छा रंग की तरह से नहीं है.",5,Positive,Positive
नहलाना,5,Negative,Positive
बड़े शरीर को धोने का काम ।,5,Positive,Positive
"फिर भी, आज और उम्र में, प्लास्टिक की बोतलों में अचानक जो बिलकुल सही था, उसे बनाने की कोशिश कीजिए ।",4,Neutral,Positive
"फिर भी, आज और उम्र में, प्लास्टिक की बोतलों में अचानक जो बिलकुल सही था, उसे बनाने की कोशिश कीजिए ।",5,Neutral,Positive
एक तारे के लायक भी नहीं ।,5,Negative,Positive
मेरे कदम पिताजी के लिए इस चोरी,5,Positive,Positive
यह उस पर इतना अच्छा लगता है लेकिन मैं इसे साल के लिए नफरत और फिर भी सभी पर करते हैं,5,Neutral,Positive
बढ़िया उपहार,5,Neutral,Positive
यह एक क्लासिक है और आप जानते हैं कि जब उसके अग्निमन मेयो . कैप इतने साफ़ रहता है वह घड़े से भी अधिक साफ़ रहता है. हर चीज़ के साथ महान स्वाद!,5,Positive,Positive
ठंडा,2,Neutral,Negative
महान उत्पाद!,2,Positive,Negative
If I die eating one of these I\u2019ll die a very contented man. I love \u2018em,5,Positive,Positive
"I have been buying this for years. The contents are good. However, the bottle itself is awful. Three times it has cut right under my fingernails when opening. Also, you can't turn it upside down as it approaches empty due again to the ridiculous design of this bottle.",1,Negative,Negative
